2020   Português (Brasil),Meu Imposto De Renda,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/dispositivos-moveis,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao dispositivos moveis
2020   Português (Brasil),(Dispositivos Móveis),https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/dispositivos-moveis,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao dispositivos moveis
2020   Português (Brasil),,http://www.receita.fazenda.gov.br/Aplicacoes/ATRJO/Simulador/simulador.asp?tipoSimulador=M,www.receita.fazenda.gov.br Aplicacoes ATRJO Simulador simulador.asp?tipoSimulador=M
2020   Português (Brasil),Simulador De Alíquotas Efetivas,http://www.receita.fazenda.gov.br/Aplicacoes/ATRJO/Simulador/simulador.asp?tipoSimulador=A,www.receita.fazenda.gov.br Aplicacoes ATRJO Simulador simulador.asp?tipoSimulador=A
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/educacao-fiscal/educacao_fiscal/projeto-destinacao/projeto-destinacao,https:  www.gov.br receitafederal pt br assuntos educacao fiscal educacao_fiscal projeto destinacao projeto destinacao
2020   Português (Brasil),Destinação Do Imposto De Renda,https://www.gov.br/receitafederal/pt-br/assuntos/educacao-fiscal/educacao-fiscal/projeto-destinacao,https:  www.gov.br receitafederal pt br assuntos educacao fiscal educacao fiscal projeto destinacao
2020   Português (Brasil),Livro Caixa Digital Do Produtor Rural,https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/declaracoes-e-demonstrativos/lcdpr-livro-caixa-digital-do-produtor-rural,https:  www.gov.br receitafederal pt br assuntos orientacao tributaria declaracoes e demonstrativos lcdpr livro caixa digital do produtor rural
2020   Português (Brasil),Obrigatoriedade,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/apresentacao/obrigatoriedade,https:  www.gov.br receitafederal pt br assuntos irpf 2020 apresentacao obrigatoriedade
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/apresentacao/formas-de-elaboracao,https:  www.gov.br receitafederal pt br assuntos irpf 2019 apresentacao formas de elaboracao
2020   Português (Brasil),Formas De Elaboração,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/apresentacao/formas-de-elaboracao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 apresentacao formas de elaboracao
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/apresentacao/prazo-de-apresentacao,https:  www.gov.br receitafederal pt br assuntos irpf 2019 apresentacao prazo de apresentacao
2020   Português (Brasil),Prazo De Apresentação,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/apresentacao/prazo-de-apresentacao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 apresentacao prazo de apresentacao
2020   Português (Brasil),Perguntão,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/perguntao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 perguntao
2020   Português (Brasil),Preenchimento,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/preenchimento,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao preenchimento
2020   Português (Brasil),Transmissão,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/transmissao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao transmissao
2020   Português (Brasil),Retificação,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/retificacao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao retificacao
2020   Português (Brasil),Multa Por Atraso Na Entrega,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/multa-por-atraso-na-entrega,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao multa por atraso na entrega
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/declaracao/declaracao-de-saida-definitiva,https:  www.gov.br receitafederal pt br assuntos irpf 2019 declaracao declaracao de saida definitiva
2020   Português (Brasil),Declaração De Saída Definitiva,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/declaracao-de-saida-definitiva,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao declaracao de saida definitiva
2020   Português (Brasil),Declarações Auxiliares,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/declaracao/declaracoes-auxiliares,https:  www.gov.br receitafederal pt br assuntos irpf 2020 declaracao declaracoes auxiliares
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/processamento/extrato-da-dirpf,https:  www.gov.br receitafederal pt br assuntos irpf 2019 processamento extrato da dirpf
2020   Português (Brasil),Meu Imposto De Renda,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/processamento/extrato-da-dirpf,https:  www.gov.br receitafederal pt br assuntos irpf 2020 processamento extrato da dirpf
2020   Português (Brasil),Regularização De Pendências,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/processamento/regularizacao-de-pendencias,https:  www.gov.br receitafederal pt br assuntos irpf 2020 processamento regularizacao de pendencias
2020   Português (Brasil),Intimação E Notificação,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/processamento/intimacao-e-notificacao,https:  www.gov.br receitafederal pt br assuntos irpf 2020 processamento intimacao e notificacao
2020   Português (Brasil),Emissão De Darf,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/pagamento/emissao-de-darf,https:  www.gov.br receitafederal pt br assuntos irpf 2020 pagamento emissao de darf
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/pagamento/debito-automatico,https:  www.gov.br receitafederal pt br assuntos irpf 2019 pagamento debito automatico
2020   Português (Brasil),Débito Automático,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/pagamento/debito-automatico,https:  www.gov.br receitafederal pt br assuntos irpf 2020 pagamento debito automatico
2020   Português (Brasil),,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2019/pagamento/vencimento-das-quotas,https:  www.gov.br receitafederal pt br assuntos irpf 2019 pagamento vencimento das quotas
2020   Português (Brasil),Vencimento Das Quotas,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/pagamento/vencimento-das-quotas,https:  www.gov.br receitafederal pt br assuntos irpf 2020 pagamento vencimento das quotas
2020   Português (Brasil),Pagamento Em Atraso,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/pagamento/pagamento-em-atraso,https:  www.gov.br receitafederal pt br assuntos irpf 2020 pagamento pagamento em atraso
2020   Português (Brasil),Consulta À Restituição,https://servicos.receita.fazenda.gov.br/Servicos/ConsRest/Atual.app/paginas/index.asp,https:  servicos.receita.fazenda.gov.br Servicos ConsRest Atual.app paginas index.asp
2020   Português (Brasil),Cronograma Dos Lotes,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/2020/restituicao/2020,https:  www.gov.br receitafederal pt br assuntos irpf 2020 restituicao 2020
2020   Português (Brasil),Aviso Via Celular,https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/restituicao-ressarcimento-reembolso-e-compensacao/restituicao/irpf/app-pf,https:  www.gov.br receitafederal pt br assuntos orientacao tributaria restituicao ressarcimento reembolso e compensacao restituicao irpf app pf
2020   Português (Brasil),Preenchimento Dos Dados Bancários,https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/restituicao-ressarcimento-reembolso-e-compensacao/restituicao/irpf/preenchimento-dados-bancarios,https:  www.gov.br receitafederal pt br assuntos orientacao tributaria restituicao ressarcimento reembolso e compensacao restituicao irpf preenchimento dados bancarios
2020   Português (Brasil),Alteração De Conta,https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/restituicao-ressarcimento-reembolso-e-compensacao/restituicao/irpf/alteracao-dados-bancarios-restituicao,https:  www.gov.br receitafederal pt br assuntos orientacao tributaria restituicao ressarcimento reembolso e compensacao restituicao irpf alteracao dados bancarios restituicao
2020   Português (Brasil),Formas De Elaboração,/receitafederal/pt-br/assuntos/atendimento/irpf/2020/apresentacao/formas-de-elaboracao, receitafederal pt br assuntos atendimento irpf 2020 apresentacao formas de elaboracao
2020   Português (Brasil),Tabelas,/receitafederal/pt-br/assuntos/tributos/irpf-imposto-de-renda-pessoa-fisica, receitafederal pt br assuntos tributos irpf imposto de renda pessoa fisica
2020   Português (Brasil),Perguntas E Respostas,/receitafederal/pt-br/assuntos/atendimento/irpf/2020/perguntao, receitafederal pt br assuntos atendimento irpf 2020 perguntao
2020   Português (Brasil),Novidades,/interface/cidadao/irpf/2020/declaracao/novidades, interface cidadao irpf 2020 declaracao novidades
2020   Português (Brasil),Declaração Anos Anteriores,/receitafederal/pt-br/assuntos/orientacao-tributaria/declaracoes-e-demonstrativos/dirpf/entrega-da-declaracao-do-irpf/dirpf-anos-anteriores/anos-anteriores, receitafederal pt br assuntos orientacao tributaria declaracoes e demonstrativos dirpf entrega da declaracao do irpf dirpf anos anteriores anos anteriores
2020   Português (Brasil),História Do Irpf,/receitafederal/pt-br/acesso-a-informacao/institucional/memoria/imposto-de-renda, receitafederal pt br acesso a informacao institucional memoria imposto de renda
2020   Português (Brasil),Irpf/2020  Quinto Lote De Restituições Será Pago Nesta Quarta-Feira,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/setembro/irpf-2020-quinto-lote-de-restituicoes-sera-pago-nesta-quarta-feira,https:  www.gov.br receitafederal pt br assuntos noticias 2020 setembro irpf 2020 quinto lote de restituicoes sera pago nesta quarta feira
2020   Português (Brasil),Receita Abre Na Quarta-Feira  23 De Setembro  Às 9 Horas  Consulta Ao Quinto Lote De Restituição Do Irpf 2020,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/setembro/receita-abre-na-quarta-feira-23-de-setembro-as-9-horas-consulta-ao-quinto-lote-de-restituicao-do-irpf-2020,https:  www.gov.br receitafederal pt br assuntos noticias 2020 setembro receita abre na quarta feira 23 de setembro as 9 horas consulta ao quinto lote de restituicao do irpf 2020
2020   Português (Brasil),Receita Abre Na Segunda-Feira  24 De Agosto  Às 9H  Consulta Ao Quarto Lote De Restituição Do Irpf 2020,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/agosto/receita-abre-na-segunda-feira-24-de-agosto-as-9h-consulta-ao-quarto-lote-de-restituicao-do-irpf-2020,https:  www.gov.br receitafederal pt br assuntos noticias 2020 agosto receita abre na segunda feira 24 de agosto as 9h consulta ao quarto lote de restituicao do irpf 2020
2020   Português (Brasil),Mais Notícias,https://www.gov.br/receitafederal/pt-br/assuntos/irpf/noticias-sobre-irpf,https:  www.gov.br receitafederal pt br assuntos irpf noticias sobre irpf
Contato   Português (Brasil),Serviços,https://www.gov.br/receitafederal/pt-br/servicos,https:  www.gov.br receitafederal pt br servicos
Contato   Português (Brasil),Fale Conosco,http://receita.economia.gov.br/contato/fale-conosco,receita.economia.gov.br contato fale conosco
Contato   Português (Brasil),E-Cac - Centro Virtual De Atendimento,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-virtual,https:  www.gov.br receitafederal pt br canais_atendimento atendimento virtual
Contato   Português (Brasil),Chat Rfb,https://www.gov.br/receitafederal/pt-br/canais_atendimento/chat,https:  www.gov.br receitafederal pt br canais_atendimento chat
Contato   Português (Brasil),Presencial,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-presencial/unidades-no-brasil,https:  www.gov.br receitafederal pt br canais_atendimento atendimento presencial unidades no brasil
Contato   Português (Brasil),Atendimento Via E-Mail,https://www.gov.br/receitafederal/pt-br/canais_atendimento/email-1,https:  www.gov.br receitafederal pt br canais_atendimento email 1
Contato   Português (Brasil),Ouvidoria,https://www.gov.br/receitafederal/pt-br/canais_atendimento/ouvidoria,https:  www.gov.br receitafederal pt br canais_atendimento ouvidoria
Contato   Português (Brasil),Núcleo De Apoio Contábil E Fiscal,https://www.gov.br/receitafederal/pt-br/assuntos/educacao-fiscal/educacao-fiscal/naf/nucleos,https:  www.gov.br receitafederal pt br assuntos educacao fiscal educacao fiscal naf nucleos
Contato   Português (Brasil),Passo A Passo Para Corrigir O Cpf E Obter O Auxílio Emergencial.,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-presencial/agendamento/arquivos-e-imagens/texto-voucher-caixa-final.pdf,https:  www.gov.br receitafederal pt br canais_atendimento atendimento presencial agendamento arquivos e imagens texto voucher caixa final.pdf
Contato   Português (Brasil),Atendimento Presencial,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-presencial/unidades-no-brasil/unidades-de-atendimento,https:  www.gov.br receitafederal pt br canais_atendimento atendimento presencial unidades no brasil unidades de atendimento
Contato   Português (Brasil),"""Do Que Você Precisa?""",https://www.gov.br/receitafederal/pt-br/servicos/do-que-voce-precisa,https:  www.gov.br receitafederal pt br servicos do que voce precisa
Contato   Português (Brasil),Caixa Postal (Acesse Ou Cadastre-Se Via Portal E-Cac),/receitafederal/pt-br/servicos/mobile/caixa-postal/cadastrar-caixa-postal/servico, receitafederal pt br servicos mobile caixa postal cadastrar caixa postal servico
Contato   Português (Brasil),Saiba Mais Aqui,http://receita.economia.gov.br/interface/menu_atendimento/formas-de-atendimento,receita.economia.gov.br interface menu_atendimento formas de atendimento
Contato   Português (Brasil),Governo Lança Aplicativo Esocial Doméstico,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/agosto/governo-lanca-aplicativo-esocial-domestico,https:  www.gov.br receitafederal pt br assuntos noticias 2020 agosto governo lanca aplicativo esocial domestico
Contato   Português (Brasil),Receita Esclarece Serviço De Procuração Para Acesso Ao E-Cac Colocado À Disposição Do Contribuinte Por Meio Do Dossiê Digital De Atendimento (Dda),https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/agosto/receita-esclarece-servico-de-procuracao-para-acesso-ao-e-cac-colocado-a-disposicao-do-contribuinte-por-meio-do-dossie-digital-de-atendimento-dda,https:  www.gov.br receitafederal pt br assuntos noticias 2020 agosto receita esclarece servico de procuracao para acesso ao e cac colocado a disposicao do contribuinte por meio do dossie digital de atendimento dda
Contato   Português (Brasil),Serviço De Validação De Procuração Rfb Com Firma Reconhecida Em Cartório Está Disponível No Portal E-Cac,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2020/agosto/servico-de-validacao-de-procuracao-rfb-com-firma-reconhecida-em-cartorio-esta-disponivel-no-portal-e-cac,https:  www.gov.br receitafederal pt br assuntos noticias 2020 agosto servico de validacao de procuracao rfb com firma reconhecida em cartorio esta disponivel no portal e cac
Contato   Português (Brasil),Mais Avisos,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-virtual/noticias-do-e-cac,https:  www.gov.br receitafederal pt br canais_atendimento atendimento virtual noticias do e cac
Entrega de Documentos Digitais   Português (Brasil),,https://cav.receita.fazenda.gov.br/autenticacao/login/index/51,https:  cav.receita.fazenda.gov.br autenticacao login index 51
Entrega de Documentos Digitais   Português (Brasil),E-Processo (Via E-Cac),https://cav.receita.fazenda.gov.br/autenticacao/login/index/51,https:  cav.receita.fazenda.gov.br autenticacao login index 51
Entrega de Documentos Digitais   Português (Brasil),Manuais Para Protocolar  Anexar Documentos E Acompanhar Análise De Dossiê Digital De Atendimento.,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/manuais-para-o-contribuinte-protocolar-anexar-documentos-e-acompanhar-resultado-do-dossie-digital-de-atendimento,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais manuais para o contribuinte protocolar anexar documentos e acompanhar resultado do dossie digital de atendimento
Entrega de Documentos Digitais   Português (Brasil),Siga Estas Instruções,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/abrir-um-dossie-digital-de-atendimento,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais abrir um dossie digital de atendimento
Entrega de Documentos Digitais   Português (Brasil),Atendimento A Distância,https://www.gov.br/receitafederal/pt-br/servicos/forma-de-atendimento/atendimento-a-distancia,https:  www.gov.br receitafederal pt br servicos forma de atendimento atendimento a distancia
Entrega de Documentos Digitais   Português (Brasil),Certificado Digital  Código De Acesso,https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/senhas-e-procuracoes/senhas-e-procuracoes,https:  www.gov.br receitafederal pt br assuntos orientacao tributaria senhas e procuracoes senhas e procuracoes
Entrega de Documentos Digitais   Português (Brasil),Login Único,https://sso.acesso.gov.br/login?client_id=contas.acesso.gov.br,https:  sso.acesso.gov.br login?client_id=contas.acesso.gov.br
Entrega de Documentos Digitais   Português (Brasil),Solicitar A Juntada De Documentos Digitais,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/links/solicitar-a-juntada-de-documentos-digitais-ao-dossie-de-atendimento,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais links solicitar a juntada de documentos digitais ao dossie de atendimento
Entrega de Documentos Digitais   Português (Brasil),Acompanhar A Análise Do Serviço Solicitado Por Dossiê De Atendimento,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/links/acompanhar-a-analise-do-servico-solicitado-por-dossie-de-atendimento,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais links acompanhar a analise do servico solicitado por dossie de atendimento
Entrega de Documentos Digitais   Português (Brasil),Serviços E Documentação Necessária Para Entrega De Documentação Digital,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/links/servicos-e-documentacao-necessaria-para-entrega-de-documentacao-digital,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais links servicos e documentacao necessaria para entrega de documentacao digital
Entrega de Documentos Digitais   Português (Brasil),Programas Para Entrega De Documentação Digital,https://www.gov.br/receitafederal/pt-br/assuntos/processos/entrega-de-documentos-digitais/links/programas-para-entrega-de-documentacao-digital,https:  www.gov.br receitafederal pt br assuntos processos entrega de documentos digitais links programas para entrega de documentacao digital
Entrega de Documentos Digitais   Português (Brasil),Legislação Aplicada À Entrega De Documentos Digitais,/receitafederal/pt-br/assuntos/atendimento/entrega-de-documentos-digitais/legislacao-relacionada, receitafederal pt br assuntos atendimento entrega de documentos digitais legislacao relacionada
Ouvidoria do Ministério da Economia   Português (Brasil),Ouvidor,https://www.gov.br/economia/pt-br/canais_atendimento/acesso-a-informacao/institucional/quem-e-quem/orgaos-de-assistencia-direta-e-imediata/secretaria-executiva-se#ouvidor,https:  www.gov.br economia pt br canais_atendimento acesso a informacao institucional quem e quem orgaos de assistencia direta e imediata secretaria executiva se#ouvidor
Ouvidoria do Ministério da Economia   Português (Brasil),Base Legal,resolveuid/d736a788cb3d45c490b9456c30786951,resolveuid d736a788cb3d45c490b9456c30786951
Ouvidoria do Ministério da Economia   Português (Brasil),Relatório De Atividades,https://www.gov.br/economia/pt-br/canais_atendimento/ouvidoria/relatorio-de-atividades/relatorio-de-atividades,https:  www.gov.br economia pt br canais_atendimento ouvidoria relatorio de atividades relatorio de atividades
Ouvidoria do Ministério da Economia   Português (Brasil),,https://gov.br/economia/pt-br/canais_atendimento/ouvidoria/sisouvidor,https:  gov.br economia pt br canais_atendimento ouvidoria sisouvidor
Ouvidoria do Ministério da Economia   Português (Brasil),,https://www.gov.br/economia/pt-br/acesso-a-informacao/servico-informacao-cidadao-sic,https:  www.gov.br economia pt br acesso a informacao servico informacao cidadao sic
Ouvidoria do Ministério da Economia   Português (Brasil),Clicando Aqui,https://www.gov.br/pt-br/servicos/realizar-denuncia-trabalhista,https:  www.gov.br pt br servicos realizar denuncia trabalhista
Ouvidoria do Ministério da Economia   Português (Brasil),Gov.Br,https://www.gov.br/pt-br,https:  www.gov.br pt br
Ouvidoria do Ministério da Economia   Português (Brasil),,https://coronavirus.saude.gov.br/,https:  coronavirus.saude.gov.br 
Ouvidoria do Ministério da Economia   Português (Brasil),Crocothemes,https://www.crocothemes.net,https:  www.crocothemes.net
Cadastros   Português (Brasil),Passo A Passo Para Corrigir O Cpf E Obter O Auxílio Emergencial,https://www.gov.br/receitafederal/pt-br/canais_atendimento/atendimento-presencial/agendamento/arquivos-e-imagens/texto-voucher-caixa-final.pdf,https:  www.gov.br receitafederal pt br canais_atendimento atendimento presencial agendamento arquivos e imagens texto voucher caixa final.pdf
Cadastros   Português (Brasil),Comprovante Da Situação Cadastral No Cpf,https://servicos.receita.fazenda.gov.br/Servicos/CPF/ConsultaSituacao/ConsultaPublica.asp,https:  servicos.receita.fazenda.gov.br Servicos CPF ConsultaSituacao ConsultaPublica.asp
Cadastros   Português (Brasil),Alterar Cadastro Do Cpf,https://servicos.receita.fazenda.gov.br/Servicos/CPF/alterar/default.asp,https:  servicos.receita.fazenda.gov.br Servicos CPF alterar default.asp
Cadastros   Português (Brasil),Regularizar Cadastro Do Cpf,https://servicos.receita.fazenda.gov.br/Servicos/CPF/regularizar/Default.asp,https:  servicos.receita.fazenda.gov.br Servicos CPF regularizar Default.asp
